Prompt,Model Response
"Context: Bazedoxifene hydrochloride and Temozolomide have a Loewe score of: 0.0059.  The drug combination to analyze is: Temozolomide, Bazedoxifene hydrochloride Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Temozolomide, Bazedoxifene hydrochloride Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Temozolomide, Bazedoxifene hydrochloride Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze"
"Context: Alvocidib and Gemcitabine have a Loewe score of: -0.1387. Alvocidib and Sepantronium Bromide have a Loewe score of: -0.7842. Gemcitabine and Sepantronium Bromide have a Loewe score of: -0.3121.  The drug combination to analyze is: Alvocidib, Gemcitabine, Sepantronium Bromide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ The drug combination to analyze is: Alvocidib, Gemcitabine, Sepantronium Bromide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. _______________________________________________ The drug combination to analyze is: Alvocidib, Gemcitabine, Sepantronium Bromide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive"
"Context: Erlotinib and Lapatinib have a Loewe score of: -0.1029.  The drug combination to analyze is: Erlotinib, Lapatinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: Erlotinib, Lapatinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Erlotinib, Lapatinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Erlotinib, Lapatinib Given the following set of"
"Context: Epigallocatechin gallate and Temozolomide have a Loewe score of: -0.1251.  The drug combination to analyze is: Temozolomide, Epigallocatechin gallate Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Diamminedichloroplatinum and Fulvestrant have a Loewe score of: -0.2043. Fulvestrant and Cabazitaxel have a Loewe score of: -0.4487. Oxaliplatin and Fulvestrant have a Loewe score of: -0.395. Fulvestrant and Cytarabine have a Loewe score of: -0.4147. Diamminedichloroplatinum and Cabazitaxel have a Loewe score of: -0.4425. Diamminedichloroplatinum and Oxaliplatin have a Loewe score of: -0.0901. Diamminedichloroplatinum and Cytarabine have a Loewe score of: -0.1792. Oxaliplatin and Cabazitaxel have a Loewe score of: -0.1917. Cytarabine and Cabazitaxel have a Loewe score of: -0.3184. Oxaliplatin and Cytarabine have a Loewe score of: -0.2329.  The drug combination to analyze is: Cabazitaxel, Cytarabine, Oxaliplatin, Fulvestrant, Diamminedichloroplatinum Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Linifanib and Temozolomide have a Loewe score of: -0.195.  The drug combination to analyze is: Temozolomide, Linifanib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Vismodegib and I-BET have a Loewe score of: -0.04. Paclitaxel and I-BET have a Loewe score of: -0.155. Crizotinib and I-BET have a Loewe score of: -0.0882. Paclitaxel and Vismodegib have a Loewe score of: 0.046. Vismodegib and Crizotinib have a Loewe score of: -0.194. Paclitaxel and Crizotinib have a Loewe score of: -0.4425.  The drug combination to analyze is: I-BET, Crizotinib, Paclitaxel, Vismodegib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Bendamustine and Fluorouracil have a Loewe score of: -0.2184. Bendamustine and Cytarabine have a Loewe score of: -0.4577. Cytarabine and Fluorouracil have a Loewe score of: -0.1353.  The drug combination to analyze is: Bendamustine, Fluorouracil, Cytarabine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: Bendamustine, Fluorouracil, Cytarabine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: Bendamustine, Fluorouracil, Cytarabine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is"
"Context: Daunorubicin and Lenalidomide have a Loewe score of: -0.3669. Decitabine and Daunorubicin have a Loewe score of: -0.125. Daunorubicin and Pemetrexed have a Loewe score of: -0.0728. Decitabine and Lenalidomide have a Loewe score of: -0.1392. Pemetrexed and Lenalidomide have a Loewe score of: -0.3235. Decitabine and Pemetrexed have a Loewe score of: -0.2055.  The drug combination to analyze is: Lenalidomide, Pemetrexed, Daunorubicin, Decitabine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________ _______________________________________________________________________________
"Context: Clopidogrel and Temozolomide have a Loewe score of: -0.046.  The drug combination to analyze is: Clopidogrel, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Pralatrexate and Gefitinib have a Loewe score of: -0.4069. Pralatrexate and Chlorambucil have a Loewe score of: -0.5028. Pralatrexate and Sunitinib have a Loewe score of: -0.7334. Erlotinib and Pralatrexate have a Loewe score of: -0.2224. Chlorambucil and Gefitinib have a Loewe score of: -0.1465. Sunitinib and Gefitinib have a Loewe score of: -0.3593. Erlotinib and Gefitinib have a Loewe score of: -0.0859. Sunitinib and Chlorambucil have a Loewe score of: -0.465. Erlotinib and Chlorambucil have a Loewe score of: -0.0904. Erlotinib and Sunitinib have a Loewe score of: -0.0805.  The drug combination to analyze is: Erlotinib, Chlorambucil, Gefitinib, Sunitinib, Pralatrexate Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Triciribine and Temozolomide have a Loewe score of: -0.145.  The drug combination to analyze is: Temozolomide, Triciribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: Meptazinol hydrochloride and Temozolomide have a Loewe score of: -0.2472.  The drug combination to analyze is: Temozolomide, Meptazinol hydrochloride Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Ixabepilone and Cladribine have a Loewe score of: -0.2589.  The drug combination to analyze is: Ixabepilone, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Ixabepilone, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Ixabepilone, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: I"
"Context: Divalproex sodium and Temozolomide have a Loewe score of: -0.0891.  The drug combination to analyze is: Temozolomide, Divalproex sodium Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________

The following table summarizes the drug combinations that are available for use in the United States.

Drugs that are available for use in the United States:

Drugs that are available for use in the United States:

Drugs that are available for use in the United States:

Drugs that are available for use in the United States:

Drugs that are available for use in the United States:

Drugs that are available"
"Context: GSK-1059615 and Temozolomide have a Loewe score of: -0.4601.  The drug combination to analyze is: GSK-1059615, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Rivaroxaban and Temozolomide have a Loewe score of: -0.1141.  The drug combination to analyze is: Rivaroxaban, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Rivaroxaban, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Rivaroxaban, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Rivaroxaban, Tem"
"Context: Tamoxifen and Cytarabine have a Loewe score of: -0.4778.  The drug combination to analyze is: Tamoxifen, Cytarabine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Tamoxifen, Cytarabine, and Tamoxifen (TIM) - (S) - (A) - (B) - (C) - (D) - (E) - (F) - ("
"Context: Hesperetin and Temozolomide have a Loewe score of: -0.2221.  The drug combination to analyze is: Temozolomide, Hesperetin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________

The following table summarizes the drug combinations that have been evaluated in the literature. _______________________________________________________________________________

Drugs that have been evaluated in the literature: Temozolomide, Hesperetin, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolomide, Temozolom"
"Context: Tamoxifen and Thiotepa have a Loewe score of: -0.5608. Valrubicin and Thiotepa have a Loewe score of: -0.2292. Diamminedichloroplatinum and Thiotepa have a Loewe score of: -0.2337. Thiotepa and Fluorouracil have a Loewe score of: -0.2323. Valrubicin and Tamoxifen have a Loewe score of: -0.4869. Diamminedichloroplatinum and Tamoxifen have a Loewe score of: -0.6408. Tamoxifen and Fluorouracil have a Loewe score of: -0.2854. Diamminedichloroplatinum and Valrubicin have a Loewe score of: -0.1263. Valrubicin and Fluorouracil have a Loewe score of: -0.2575. Diamminedichloroplatinum and Fluorouracil have a Loewe score of: -0.2765.  The drug combination to analyze is: Fluorouracil, Thiotepa, Tamoxifen, Diamminedichloroplatinum, Valrubicin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: AZD-5438 and Temozolomide have a Loewe score of: -0.227.  The drug combination to analyze is: Temozolomide, AZD-5438 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Temozolomide (TIMO) - (TIMO) - (TIMO) - (TIMO) - (TIMO) - (TIMO) - (TIMO) - (T
"Context: Leflunomide and Triflupromazine have a Loewe score of: 0.0734. Triflupromazine and Chlorzoxazone have a Loewe score of: -0.0363. Chlorzoxazone and Leflunomide have a Loewe score of: 0.1503.  The drug combination to analyze is: Chlorzoxazone, Triflupromazine, Leflunomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: Cabozantinib and RO4929097 have a Loewe score of: -0.1005.  The drug combination to analyze is: RO4929097, Cabozantinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: Tinidazole and Temozolomide have a Loewe score of: -0.1531.  The drug combination to analyze is: Temozolomide, Tinidazole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: The drug combination to analyze is: Temozolomide, Tinidazole. _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS"
"Context: GSK-1838705A and Temozolomide have a Loewe score of: -0.2732.  The drug combination to analyze is: Temozolomide, GSK-1838705A Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Procarbazine and Cladribine have a Loewe score of: -0.4654.  The drug combination to analyze is: Procarbazine, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Procarbazine, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Procarbazine, Cladribine Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Procarbazine, Cladrib"
"Context: CEP-33779 and Temozolomide have a Loewe score of: -0.3711.  The drug combination to analyze is: Temozolomide, CEP-33779 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Temozolomide (Cep-33779) - (CEP-33779) From: ""John C. C. Cep"" <cep@cep.org> To: ""John C. Cep"""
"Context: Aspartame and Temozolomide have a Loewe score of: -0.0961.  The drug combination to analyze is: Temozolomide, Aspartame Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: CCT-137690 and Temozolomide have a Loewe score of: -0.564.  The drug combination to analyze is: Temozolomide, CCT-137690 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Temozolomide (CCT-137690) - ( ) From: ""John C. C. C. [email protected] Subject: Temozolomide (CCT-137690) - ( ) From: """
"Context: Sulfathiazole and Temozolomide have a Loewe score of: -0.075.  The drug combination to analyze is: Temozolomide, Sulfathiazole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Sulfathiazole, Sulfathiazole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Sulfathiazole, Sulfathiazole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Sulfathiaz"
"Context: Diosmin and Temozolomide have a Loewe score of: -0.0771.  The drug combination to analyze is: Temozolomide, Diosmin Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________________________________________ | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |
"Context: 2-Nitroimidazole and Temozolomide have a Loewe score of: -0.0941.  The drug combination to analyze is: Temozolomide, 2-Nitroimidazole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Lapatinib and Teniposide have a Loewe score of: -0.3498. Bortezomib and Teniposide have a Loewe score of: -0.3981. Bortezomib and Lapatinib have a Loewe score of: -0.0963.  The drug combination to analyze is: Lapatinib, Teniposide, Bortezomib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.",                                                                                                    
"Context: Reboxetine mesylate and Temozolomide have a Loewe score of: -0.006.  The drug combination to analyze is: Temozolomide, Reboxetine mesylate Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: Reboxetine mesylate and Temozolomide (Mesylate) (Mesylate) (Mesylate) (Mesylate) (Mesylate) (Mesylate)
"Context: Benzoic acid and Temozolomide have a Loewe score of: -0.0421.  The drug combination to analyze is: Temozolomide, Benzoic acid Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Sunitinib and Teniposide have a Loewe score of: -0.6178.  The drug combination to analyze is: Teniposide, Sunitinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Teniposide, Sunitinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Teniposide, Sunitinib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Teniposide,"
"Context: Clofarabine active form and Teriflunomide have a Loewe score of: 0.0.  The drug combination to analyze is: Teriflunomide, Clofarabine active form Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________ Sent through the Full Disclosure mailing list https://nmap.org/mailman/listinfo/fulldisclosure Web Archives & RSS: http://seclists.org/fulldisclosure/ By Date By Thread Current thread: The drug combination to analyze is: Teriflunomide, Clofarabine active form and Teriflunomide have a Loewe score of: 0.0. _______________________________________________ Sent through the Full Disclosure"
"Context: Clopidogrel and Temozolomide have a Loewe score of: -0.046.  The drug combination to analyze is: Clopidogrel, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: Dinaciclib and MK-8776 have a Loewe score of: 0.5013. Lapatinib and Dinaciclib have a Loewe score of: -0.3302. Erlotinib and Dinaciclib have a Loewe score of: -0.4577. Dinaciclib and Temozolomide have a Loewe score of: -0.188. Lapatinib and MK-8776 have a Loewe score of: -0.1447. Erlotinib and MK-8776 have a Loewe score of: -0.2114. Temozolomide and MK-8776 have a Loewe score of: -0.1628. Erlotinib and Lapatinib have a Loewe score of: -0.1029. Temozolomide and Lapatinib have a Loewe score of: -0.185. Erlotinib and Temozolomide have a Loewe score of: -0.1142.  The drug combination to analyze is: Erlotinib, Temozolomide, Lapatinib, MK-8776, Dinaciclib Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", The drug combination to analyze is: _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ 
"Context: Dabrafenib and Temozolomide have a Loewe score of: -0.1401.  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Dabrafenib, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: Dabrafen"
"Context: Sulfinpyrazone and Doxorubicin have a Loewe score of: -0.0058. Dipyridamole and Sulfinpyrazone have a Loewe score of: -0.037. Mycophenolic acid and Sulfinpyrazone have a Loewe score of: -0.0381. Dipyridamole and Doxorubicin have a Loewe score of: 0.0001. Doxorubicin and Mycophenolic acid have a Loewe score of: 0.0. Dipyridamole and Mycophenolic acid have a Loewe score of: 0.0.  The drug combination to analyze is: Sulfinpyrazone, Mycophenolic acid, Doxorubicin, Dipyridamole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," _______________________________________________________________________________ The drug combination to analyze is: Sulfinpyrazone, Mycophenolic acid, Doxorubicin, Dipyridamole Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. _______________________________________________________________________________ The drug combination to analyze is: Sulfinpyrazone, Mycophenolic acid, Doxorubicin, Dipyridamole Given the following"
"Context: Methyclothiazide and Temozolomide have a Loewe score of: -0.0631.  The drug combination to analyze is: Methyclothiazide, Temozolomide Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.", _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________ _______________________________________________
"Context: PF-00562271 free base and HIF-1i have a Loewe score of: -0.1263.  The drug combination to analyze is: HIF-1i, PF-00562271 free base Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.","  The drug combination to analyze is: HIF-1i, PF-00562271 free base Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug combination to analyze is: HIF-1i, PF-00562271 free base Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word.  The drug"
"Context: Silmitasertib and PDK1 inhibitor AR-12 have a Loewe score of: -1.0544. PDK1 inhibitor AR-12 and FH535 have a Loewe score of: -0.1987. Silmitasertib and FH535 have a Loewe score of: -0.4787.  The drug combination to analyze is: FH535, Silmitasertib, PDK1 inhibitor AR-12 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word."," The drug combination to analyze is: FH535, Silmitasertib, PDK1 inhibitor AR-12 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug combination to analyze is: FH535, Silmitasertib, PDK1 inhibitor AR-12 Given the following set of drugs, decide if the drug combination is synergistic, antagonistic, or additive in one word. The drug"
